,fcw,hmw,ldw,pcw,Alert,Lat,Long,Vehicle,Speed,Time-Hour,Time-Min,Time-Sec,Date-Year,Date-Month,Date-Day,Day,Region
56,0,0,1,0,cas_ldw,12.741998,79.991535,805,58,6,23,52,2022,6,1,Wednesday,Tam-Chen-Area
57,0,0,1,0,cas_ldw,13.024305,80.228471,2846,0,6,24,57,2022,6,1,Wednesday,Madhuranthakam-Area
58,1,0,0,0,cas_fcw,12.724588,79.982251,805,33,6,26,32,2022,6,1,Wednesday,Tam-Chen-Area
59,0,0,1,0,cas_ldw,12.722392,79.981537,805,45,6,27,1,2022,6,1,Wednesday,Tam-Chen-Area
60,0,1,0,0,cas_hmw,13.031173,80.239814,2846,28,6,27,15,2022,6,1,Wednesday,Madhuranthakam-Area
61,0,0,1,0,cas_ldw,12.711256,79.978734,805,58,6,28,19,2022,6,1,Wednesday,Tam-Chen-Area
62,0,0,1,0,cas_ldw,12.709089,79.977492,805,58,6,28,54,2022,6,1,Wednesday,Tam-Chen-Area
63,0,1,0,0,cas_hmw,12.709089,79.977492,805,58,6,29,2,2022,6,1,Wednesday,Tam-Chen-Area
64,0,0,1,0,cas_ldw,12.705469,79.97456,805,58,6,29,33,2022,6,1,Wednesday,Tambaram-Area
65,0,0,1,0,cas_ldw,12.701326,79.969416,805,58,6,29,53,2022,6,1,Wednesday,Tambaram-Area
66,0,1,0,0,cas_hmw,13.039036,80.246748,2846,17,6,30,10,2022,6,1,Wednesday,Madhuranthakam-Area
67,0,1,0,0,cas_hmw,12.697469,79.9672,805,60,6,30,21,2022,6,1,Wednesday,Tambaram-Area
68,0,1,0,0,cas_hmw,12.697469,79.9672,805,60,6,30,23,2022,6,1,Wednesday,Tambaram-Area
69,0,0,1,0,cas_ldw,12.693691,79.965188,805,57,6,30,44,2022,6,1,Wednesday,Tambaram-Area
70,0,1,0,0,cas_hmw,13.042432,80.247439,2846,37,6,30,49,2022,6,1,Wednesday,Madhuranthakam-Area
71,0,1,0,0,cas_hmw,12.685681,79.959317,805,23,6,31,59,2022,6,1,Wednesday,Tambaram-Area
72,0,1,0,0,cas_hmw,12.684891,79.959075,805,21,6,32,11,2022,6,1,Wednesday,Tambaram-Area
73,0,1,0,0,cas_hmw,12.684891,79.959075,805,21,6,32,19,2022,6,1,Wednesday,Tambaram-Area
74,0,1,0,0,cas_hmw,13.053062,80.251879,2846,56,6,32,21,2022,6,1,Wednesday,Mel-Acharapakkam
75,0,0,1,0,cas_ldw,12.682063,79.958519,805,57,6,33,1,2022,6,1,Wednesday,Tambaram-Area
76,0,0,1,0,cas_ldw,12.677238,79.958585,805,58,6,33,29,2022,6,1,Wednesday,Tambaram-Area
77,0,0,1,0,cas_ldw,12.672678,79.958665,805,58,6,33,49,2022,6,1,Wednesday,Tambaram-Area
78,0,0,0,1,cas_pcw,13.060628,80.25437,2846,42,6,34,5,2022,6,1,Wednesday,Mel-Acharapakkam
79,1,0,0,0,cas_fcw,13.061608,80.254414,2846,26,6,34,9,2022,6,1,Wednesday,Mel-Acharapakkam
80,1,0,0,0,cas_fcw,13.061608,80.254414,2846,26,6,34,11,2022,6,1,Wednesday,Mel-Acharapakkam
81,0,0,1,0,cas_ldw,12.668296,79.958761,805,58,6,34,26,2022,6,1,Wednesday,Tambaram-Area
82,0,0,1,0,cas_ldw,12.668296,79.958761,805,58,6,34,35,2022,6,1,Wednesday,Tambaram-Area
83,0,0,1,0,cas_ldw,12.664172,79.960529,805,57,6,34,54,2022,6,1,Wednesday,Tambaram-Area
84,0,0,1,0,cas_ldw,12.661947,79.961164,805,57,6,35,10,2022,6,1,Wednesday,Tambaram-Area
85,0,0,1,0,cas_ldw,12.658153,79.95926,805,59,6,35,43,2022,6,1,Wednesday,Tambaram-Area
86,0,1,0,0,cas_hmw,12.655738,79.952993,805,58,6,36,28,2022,6,1,Wednesday,Tambaram-Area
87,0,0,1,0,cas_ldw,12.656157,79.950818,805,58,6,36,49,2022,6,1,Wednesday,Tambaram-Area
88,0,0,1,0,cas_ldw,12.657324,79.946719,805,44,6,37,21,2022,6,1,Wednesday,Tambaram-Area
89,0,0,1,0,cas_ldw,12.657324,79.946719,805,44,6,37,29,2022,6,1,Wednesday,Tambaram-Area
90,0,0,1,0,cas_ldw,12.656077,79.941901,805,58,6,37,51,2022,6,1,Wednesday,Tambaram-Area
91,0,0,1,0,cas_ldw,12.653916,79.942239,805,58,6,38,16,2022,6,1,Wednesday,Tambaram-Area
92,0,0,1,0,cas_ldw,12.651766,79.941969,805,57,6,38,26,2022,6,1,Wednesday,Tambaram-Area
93,0,1,0,0,cas_hmw,12.630791,79.931575,805,58,6,41,23,2022,6,1,Wednesday,Tambaram-Area
94,1,0,0,0,cas_fcw,12.630791,79.931575,805,58,6,41,35,2022,6,1,Wednesday,Tambaram-Area
95,0,0,1,0,cas_ldw,12.628494,79.930584,805,58,6,42,0,2022,6,1,Wednesday,Tambaram-Area
96,0,0,1,0,cas_ldw,12.624184,79.928729,805,57,6,42,58,2022,6,1,Wednesday,Tambaram-Area
97,0,0,1,0,cas_ldw,12.624184,79.928729,805,57,6,43,12,2022,6,1,Wednesday,Tambaram-Area
98,0,0,1,0,cas_ldw,12.622224,79.927889,805,51,6,43,17,2022,6,1,Wednesday,Tambaram-Area
99,0,0,1,0,cas_ldw,12.620168,79.927159,805,62,6,43,23,2022,6,1,Wednesday,Tambaram-Area
100,0,0,1,0,cas_ldw,12.615635,79.925932,805,58,6,43,39,2022,6,1,Wednesday,Tambaram-Area
101,0,0,1,0,cas_ldw,12.613563,79.924807,805,58,6,43,52,2022,6,1,Wednesday,Tambaram-Area
102,0,0,1,0,cas_ldw,12.611517,79.923634,805,58,6,44,16,2022,6,1,Wednesday,Tambaram-Area
103,0,0,1,0,cas_ldw,12.605253,79.920768,805,58,6,44,57,2022,6,1,Wednesday,Tambaram-Area
104,0,0,1,0,cas_ldw,12.600634,79.920036,805,58,6,45,32,2022,6,1,Wednesday,Tambaram-Area
105,0,0,1,0,cas_ldw,12.593493,79.919307,805,58,6,46,15,2022,6,1,Wednesday,Tambaram-Area
106,0,1,0,0,cas_hmw,12.586458,79.919519,805,58,6,46,41,2022,6,1,Wednesday,Tambaram-Area
107,0,0,1,0,cas_ldw,12.573016,79.916544,805,58,6,47,58,2022,6,1,Wednesday,Tambaram-Area
108,0,0,1,0,cas_ldw,12.566076,79.914688,805,57,6,48,53,2022,6,1,Wednesday,Tambaram-Area
109,0,0,1,0,cas_ldw,12.558008,79.910184,805,51,6,49,54,2022,6,1,Wednesday,Tambaram-Area
110,0,0,1,0,cas_ldw,12.558008,79.910184,805,51,6,50,7,2022,6,1,Wednesday,Tambaram-Area
111,0,0,1,0,cas_ldw,12.556565,79.909357,805,38,6,50,28,2022,6,1,Wednesday,South-Madras
112,0,0,1,0,cas_ldw,12.554666,79.908276,805,61,6,50,50,2022,6,1,Wednesday,South-Madras
113,0,0,1,0,cas_ldw,12.543341,79.904965,805,58,6,51,55,2022,6,1,Wednesday,South-Madras
114,0,0,1,0,cas_ldw,12.541036,79.904535,805,58,6,52,14,2022,6,1,Wednesday,South-Madras
115,0,0,1,0,cas_ldw,12.538751,79.904113,805,53,6,52,20,2022,6,1,Wednesday,South-Madras
116,0,0,1,0,cas_ldw,12.538751,79.904113,805,53,6,52,27,2022,6,1,Wednesday,South-Madras
117,0,0,1,0,cas_ldw,12.534756,79.901778,805,58,6,52,58,2022,6,1,Wednesday,South-Madras
118,0,0,1,0,cas_ldw,12.530507,79.899774,805,58,6,53,22,2022,6,1,Wednesday,South-Madras
119,0,0,1,0,cas_ldw,12.526309,79.897648,805,58,6,53,55,2022,6,1,Wednesday,South-Madras
120,0,0,1,0,cas_ldw,12.524034,79.896632,805,58,6,54,31,2022,6,1,Wednesday,South-Madras
121,0,0,1,0,cas_ldw,12.517021,79.890442,805,58,6,55,37,2022,6,1,Wednesday,South-Madras
122,0,1,0,0,cas_hmw,12.509666,79.884816,805,17,7,6,38,2022,6,1,Wednesday,South-Madras
123,0,1,0,0,cas_hmw,12.509666,79.884816,805,17,7,6,46,2022,6,1,Wednesday,South-Madras
124,0,0,1,0,cas_ldw,12.516883,79.887983,805,0,7,8,32,2022,6,1,Wednesday,South-Madras
125,0,0,1,0,cas_ldw,12.518274,79.89167,805,37,7,9,22,2022,6,1,Wednesday,South-Madras
126,0,0,1,0,cas_ldw,12.519849,79.893262,805,58,7,9,37,2022,6,1,Wednesday,South-Madras
127,0,0,1,0,cas_ldw,12.519849,79.893262,805,58,7,9,52,2022,6,1,Wednesday,South-Madras
128,0,0,1,0,cas_ldw,12.525591,79.897179,805,58,7,10,54,2022,6,1,Wednesday,South-Madras
129,0,0,1,0,cas_ldw,12.531729,79.90024,805,34,7,11,14,2022,6,1,Wednesday,South-Madras
130,0,0,1,0,cas_ldw,12.533717,79.901075,805,60,7,11,25,2022,6,1,Wednesday,South-Madras
131,0,0,1,0,cas_ldw,12.535888,79.902284,805,56,7,11,45,2022,6,1,Wednesday,South-Madras
132,0,0,1,0,cas_ldw,12.535888,79.902284,805,56,7,11,55,2022,6,1,Wednesday,South-Madras
133,0,1,0,0,cas_hmw,13.071684,80.259156,2846,23,7,12,9,2022,6,1,Wednesday,Mel-Acharapakkam
134,0,0,1,0,cas_ldw,12.543551,79.904835,805,0,7,12,53,2022,6,1,Wednesday,South-Madras
135,0,1,0,0,cas_hmw,13.073034,80.261821,2846,20,7,13,4,2022,6,1,Wednesday,Mel-Acharapakkam
136,0,0,1,0,cas_ldw,12.544251,79.904965,805,34,7,13,15,2022,6,1,Wednesday,South-Madras
137,0,0,1,0,cas_ldw,12.546179,79.905313,805,60,7,13,23,2022,6,1,Wednesday,South-Madras
138,0,0,1,0,cas_ldw,12.554801,79.908159,805,58,7,14,55,2022,6,1,Wednesday,South-Madras
139,0,0,1,0,cas_ldw,12.559018,79.910573,805,58,7,15,33,2022,6,1,Wednesday,Tambaram-Area
140,0,1,0,0,cas_hmw,13.068967,80.267456,2846,28,7,15,40,2022,6,1,Wednesday,Mel-Acharapakkam
141,0,0,1,0,cas_ldw,12.563206,79.91303,805,58,7,16,15,2022,6,1,Wednesday,Tambaram-Area
142,0,0,1,0,cas_ldw,12.569897,79.915546,805,58,7,16,42,2022,6,1,Wednesday,Tambaram-Area
143,0,1,0,0,cas_hmw,12.572158,79.916154,805,58,7,16,46,2022,6,1,Wednesday,Tambaram-Area
144,0,0,1,0,cas_ldw,12.574589,79.916705,805,58,7,17,0,2022,6,1,Wednesday,Tambaram-Area
145,0,0,0,1,cas_pcw,13.066903,80.273656,2846,18,7,17,5,2022,6,1,Wednesday,Mel-Acharapakkam
146,0,0,1,0,cas_ldw,12.576887,79.917167,805,57,7,17,10,2022,6,1,Wednesday,Tambaram-Area
147,0,0,1,0,cas_ldw,12.588822,79.919274,805,57,7,18,37,2022,6,1,Wednesday,Tambaram-Area
148,0,0,0,1,cas_pcw,13.062345,80.274259,2846,23,7,18,38,2022,6,1,Wednesday,Mel-Acharapakkam
149,0,0,1,0,cas_ldw,12.593799,79.919159,805,58,7,19,16,2022,6,1,Wednesday,Tambaram-Area
150,0,0,1,0,cas_ldw,12.593799,79.919159,805,58,7,19,27,2022,6,1,Wednesday,Tambaram-Area
151,0,0,0,1,cas_pcw,13.061044,80.274416,2846,9,7,19,59,2022,6,1,Wednesday,Mel-Acharapakkam
152,0,0,1,0,cas_ldw,12.605689,79.920737,805,58,7,20,30,2022,6,1,Wednesday,Tambaram-Area
153,0,0,1,0,cas_ldw,12.60793,79.921399,805,58,7,20,51,2022,6,1,Wednesday,Tambaram-Area
154,0,0,1,0,cas_ldw,12.60793,79.921399,805,58,7,21,9,2022,6,1,Wednesday,Tambaram-Area
155,0,0,1,0,cas_ldw,12.610107,79.922633,805,58,7,21,27,2022,6,1,Wednesday,Tambaram-Area
156,0,0,1,0,cas_ldw,12.614301,79.925073,805,58,7,21,38,2022,6,1,Wednesday,Tambaram-Area
157,0,0,0,1,cas_pcw,13.056923,80.273946,2846,25,7,21,40,2022,6,1,Wednesday,Mel-Acharapakkam
158,0,0,1,0,cas_ldw,12.614301,79.925073,805,58,7,21,42,2022,6,1,Wednesday,Tambaram-Area
159,0,0,1,0,cas_ldw,12.616414,79.926094,805,57,7,21,56,2022,6,1,Wednesday,Tambaram-Area
160,0,0,1,0,cas_ldw,12.618631,79.926673,805,57,7,22,6,2022,6,1,Wednesday,Tambaram-Area
161,0,0,1,0,cas_ldw,12.621043,79.927266,805,58,7,22,24,2022,6,1,Wednesday,Tambaram-Area
162,0,0,1,0,cas_ldw,12.625384,79.929079,805,58,7,22,52,2022,6,1,Wednesday,Tambaram-Area
163,0,0,1,0,cas_ldw,12.625384,79.929079,805,58,7,23,3,2022,6,1,Wednesday,Tambaram-Area
164,0,0,0,1,cas_pcw,12.627557,79.930026,805,54,7,23,17,2022,6,1,Wednesday,Tambaram-Area
165,0,0,1,0,cas_ldw,12.631252,79.93158,805,47,7,24,2,2022,6,1,Wednesday,Tambaram-Area
166,0,0,1,0,cas_ldw,12.633258,79.932462,805,59,7,24,22,2022,6,1,Wednesday,Tambaram-Area
167,0,0,1,0,cas_ldw,12.635534,79.933484,805,58,7,24,33,2022,6,1,Wednesday,Tambaram-Area
168,0,0,1,0,cas_ldw,12.637539,79.934687,805,58,7,25,6,2022,6,1,Wednesday,Tambaram-Area
169,0,1,0,0,cas_hmw,12.641655,79.937271,805,58,7,25,27,2022,6,1,Wednesday,Tambaram-Area
170,0,1,0,0,cas_hmw,12.653916,79.940029,805,55,7,27,5,2022,6,1,Wednesday,Tambaram-Area
171,0,1,0,0,cas_hmw,12.657813,79.941476,805,56,7,28,36,2022,6,1,Wednesday,Tambaram-Area
172,0,0,1,0,cas_ldw,12.656141,79.951721,805,37,7,29,7,2022,6,1,Wednesday,Tambaram-Area
173,0,1,0,0,cas_hmw,13.05436,80.258608,2846,42,7,29,9,2022,6,1,Wednesday,Mel-Acharapakkam
174,0,1,0,0,cas_hmw,13.054712,80.254456,2846,21,7,29,25,2022,6,1,Wednesday,Mel-Acharapakkam
175,0,1,0,0,cas_hmw,13.053204,80.252145,2846,46,7,29,33,2022,6,1,Wednesday,Mel-Acharapakkam
176,0,0,0,1,cas_pcw,13.049029,80.249786,2846,39,7,30,19,2022,6,1,Wednesday,Mel-Acharapakkam
177,0,0,1,0,cas_ldw,12.66477,79.968914,805,46,7,32,19,2022,6,1,Wednesday,Tambaram-Area
178,0,0,1,0,cas_ldw,12.666115,79.970296,805,53,7,32,33,2022,6,1,Wednesday,Tambaram-Area
179,0,1,0,0,cas_hmw,13.040589,80.24727,2846,34,7,32,45,2022,6,1,Wednesday,Madhuranthakam-Area
180,0,1,0,0,cas_hmw,13.03978,80.247116,2846,29,7,32,53,2022,6,1,Wednesday,Madhuranthakam-Area
181,0,0,1,0,cas_ldw,12.667518,79.972042,805,54,7,32,56,2022,6,1,Wednesday,Tambaram-Area
182,0,1,0,0,cas_hmw,13.03978,80.247116,2846,29,7,32,58,2022,6,1,Wednesday,Madhuranthakam-Area
183,0,0,1,0,cas_ldw,13.036987,80.246466,2846,54,7,33,20,2022,6,1,Wednesday,Madhuranthakam-Area
184,0,1,0,0,cas_hmw,13.034943,80.245836,2846,18,7,33,53,2022,6,1,Wednesday,Madhuranthakam-Area
185,0,1,0,0,cas_hmw,13.026211,80.232366,2846,18,7,36,58,2022,6,1,Wednesday,Madhuranthakam-Area
186,0,1,0,0,cas_hmw,13.02456,80.22893,2846,24,7,38,4,2022,6,1,Wednesday,Madhuranthakam-Area
187,0,1,0,0,cas_hmw,13.023507,80.227613,2846,36,7,38,37,2022,6,1,Wednesday,Madhuranthakam-Area
188,0,1,0,0,cas_hmw,13.022054,80.226318,2846,37,7,38,45,2022,6,1,Wednesday,Madhuranthakam-Area
189,0,1,0,0,cas_hmw,13.021284,80.225772,2846,34,7,38,55,2022,6,1,Wednesday,Madhuranthakam-Area
190,0,1,0,0,cas_hmw,13.012879,80.226848,2846,44,7,42,2,2022,6,1,Wednesday,Madhuranthakam-Area
191,0,1,0,0,cas_hmw,13.009793,80.226996,2846,39,7,42,31,2022,6,1,Wednesday,Madhuranthakam-Area
192,0,1,0,0,cas_hmw,13.011305,80.223556,2846,10,7,43,35,2022,6,1,Wednesday,Madhuranthakam-Area
193,0,1,0,0,cas_hmw,13.011501,80.223093,2846,29,7,43,52,2022,6,1,Wednesday,Madhuranthakam-Area
194,0,0,0,1,cas_pcw,12.696756,79.976834,805,18,7,44,43,2022,6,1,Wednesday,Tambaram-Area
195,0,0,0,1,cas_pcw,12.697349,79.976465,805,27,7,45,4,2022,6,1,Wednesday,Tambaram-Area
196,0,1,0,0,cas_hmw,12.697702,79.976182,805,17,7,45,50,2022,6,1,Wednesday,Tambaram-Area
197,0,1,0,0,cas_hmw,13.010958,80.217332,2846,52,7,45,53,2022,6,1,Wednesday,Madhuranthakam-Area
198,0,0,1,0,cas_ldw,12.697172,79.972959,805,0,7,47,18,2022,6,1,Wednesday,Tambaram-Area
199,0,1,0,0,cas_hmw,13.010101,80.214912,2846,51,7,47,21,2022,6,1,Wednesday,Madhuranthakam-Area
200,0,1,0,0,cas_hmw,13.009668,80.2136,2846,55,7,47,27,2022,6,1,Wednesday,Madhuranthakam-Area
201,0,1,0,0,cas_hmw,13.009668,80.2136,2846,55,7,47,32,2022,6,1,Wednesday,Madhuranthakam-Area
202,0,0,1,0,cas_ldw,12.697174,79.97278,805,15,7,47,58,2022,6,1,Wednesday,Tambaram-Area
203,0,0,1,0,cas_ldw,12.697246,79.972323,805,24,7,48,11,2022,6,1,Wednesday,Tambaram-Area
204,0,1,0,0,cas_hmw,13.008908,80.211645,2846,28,7,48,53,2022,6,1,Wednesday,Madhuranthakam-Area
205,0,1,0,0,cas_hmw,12.697522,79.971618,805,0,7,49,8,2022,6,1,Wednesday,Tambaram-Area
206,0,0,1,0,cas_ldw,12.703252,79.971392,805,58,7,49,52,2022,6,1,Wednesday,Tambaram-Area
207,0,0,1,0,cas_ldw,12.703252,79.971392,805,58,7,50,16,2022,6,1,Wednesday,Tambaram-Area
208,0,1,0,0,cas_hmw,13.003073,80.200804,2846,42,7,51,3,2022,6,1,Wednesday,Madhuranthakam-Area
209,0,1,0,0,cas_hmw,13.000922,80.195361,2846,34,7,51,12,2022,6,1,Wednesday,Madhuranthakam-Area
210,0,0,1,0,cas_ldw,12.706974,79.975984,805,58,7,51,24,2022,6,1,Wednesday,Tambaram-Area
211,0,1,0,0,cas_hmw,12.71422,79.98012,805,46,7,51,43,2022,6,1,Wednesday,Tam-Chen-Area
212,0,0,1,0,cas_ldw,12.729431,79.98269,805,53,7,53,5,2022,6,1,Wednesday,Tam-Chen-Area
213,0,1,0,0,cas_hmw,12.989675,80.179192,2846,0,7,53,16,2022,6,1,Wednesday,Mama-Mela-Region
214,0,0,1,0,cas_ldw,12.729431,79.98269,805,53,7,53,42,2022,6,1,Wednesday,Tam-Chen-Area
215,0,1,0,0,cas_hmw,12.729431,79.98269,805,53,7,53,52,2022,6,1,Wednesday,Tam-Chen-Area
216,0,0,1,0,cas_ldw,12.98962,80.17912,2846,15,7,54,21,2022,6,1,Wednesday,Mama-Mela-Region
217,0,1,0,0,cas_hmw,12.986855,80.175451,2846,50,7,54,27,2022,6,1,Wednesday,Mama-Mela-Region
218,0,0,1,0,cas_ldw,12.986855,80.175451,2846,50,7,54,39,2022,6,1,Wednesday,Mama-Mela-Region
219,0,0,1,0,cas_ldw,12.986572,80.175039,2846,0,7,55,8,2022,6,1,Wednesday,Mama-Mela-Region
220,0,0,1,0,cas_ldw,12.734727,79.985256,805,47,7,55,8,2022,6,1,Wednesday,Tam-Chen-Area
221,0,1,0,0,cas_hmw,12.986581,80.175037,2846,0,7,55,13,2022,6,1,Wednesday,Mama-Mela-Region
222,0,0,1,0,cas_ldw,12.734727,79.985256,805,47,7,55,22,2022,6,1,Wednesday,Tam-Chen-Area
223,0,0,1,0,cas_ldw,12.734727,79.985256,805,47,7,55,29,2022,6,1,Wednesday,Tam-Chen-Area
224,0,0,1,0,cas_ldw,12.985944,80.174062,2846,45,7,56,12,2022,6,1,Wednesday,Mama-Mela-Region
225,0,0,1,0,cas_ldw,12.985944,80.174062,2846,45,7,57,1,2022,6,1,Wednesday,Mama-Mela-Region
226,0,1,0,0,cas_hmw,12.985184,80.172958,2846,56,7,57,22,2022,6,1,Wednesday,Mama-Mela-Region
227,0,0,1,0,cas_ldw,12.744173,79.993056,805,44,7,58,2,2022,6,1,Wednesday,Tam-Chen-Area
228,0,0,1,0,cas_ldw,12.745215,79.993895,805,57,7,58,32,2022,6,1,Wednesday,Tam-Chen-Area
